Timestamp,SensorID,SequenceNumber,TotalLength,SourceAddress,TempHumiRange,TempHumiStatus,TempHumiEvent,TempHumiSenVal,XSenEvent,XOAVelocity,XPeakmg,XRMSmg,XKurtosis,XCrestFactor,XSkewness,XDeviation,XPeaktoPeakDisplacement,YSenEvent,YOAVelocity,YPeakmg,YRMSmg,YKurtosis,YCrestFactor,YSkewness,YDeviation,YPeaktoPeakDisplacement,ZSenEvent,ZOAVelocity,ZPeakmg,ZRMSmg,ZKurtosis,ZCrestFactor,ZSkewness,ZDeviation,ZPeaktoPeakDisplacement,LogIndex,DeviceEvents,DevicePowerSrc,DeviceBatteryVolt,DeviceTime
1674432004000,sensor-3,44,88,null,0,0,0,26625,0,7,5,4,-5,584,1,7,1,0,6,5,4,0,0,0,0,0,0,9,5,4,0,0,0,0,0,0,0,2,3523,1674432005
1674432329000,sensor-1,129,88,null,0,0,0,26312,0,6,4,3,11,108,27,0,2,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3478,1674432330
1674432420000,sensor-2,188,88,null,0,0,0,26812,0,5,5,4,-2,46,5,6,1,0,6,4,3,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3481,1674432421
1674432866000,sensor-4,57,88,null,0,0,0,26312,0,5,5,4,20,288,9,6,1,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3509,1674432867
1674432903000,sensor-3,45,88,null,0,0,0,26625,0,7,5,4,-12,638,6,7,2,0,5,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3523,1674432904
1674433229000,sensor-1,130,88,null,0,0,0,26312,0,5,4,3,40,54,11,0,1,0,6,5,4,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,2,3478,1674433230
1674433320000,sensor-2,189,88,null,0,0,0,26812,0,6,5,4,2,0,6,6,1,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3481,1674433321
1674433766000,sensor-4,58,88,null,0,0,0,26250,0,5,4,3,12,226,25,6,1,0,5,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3509,1674433767
1674433803000,sensor-3,46,88,null,0,0,0,26625,0,8,5,4,-5,636,2,7,2,0,5,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3523,1674433804
1674434129000,sensor-1,131,88,null,0,0,0,26312,0,6,4,3,31,53,23,0,1,0,4,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3478,1674434130
