Timestamp,SensorID,SequenceNumber,TotalLength,SourceAddress,TempHumiRange,TempHumiStatus,TempHumiEvent,TempHumiSenVal,XSenEvent,XOAVelocity,XPeakmg,XRMSmg,XKurtosis,XCrestFactor,XSkewness,XDeviation,XPeaktoPeakDisplacement,YSenEvent,YOAVelocity,YPeakmg,YRMSmg,YKurtosis,YCrestFactor,YSkewness,YDeviation,YPeaktoPeakDisplacement,ZSenEvent,ZOAVelocity,ZPeakmg,ZRMSmg,ZKurtosis,ZCrestFactor,ZSkewness,ZDeviation,ZPeaktoPeakDisplacement,LogIndex,DeviceEvents,DevicePowerSrc,DeviceBatteryVolt,DeviceTime
1693181428938,sensor-2,77,88,null,0,0,0,31562,0,7,5,4,-5,617,3,7,2,0,7,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3545,1561391104
1693181548456,sensor-4,115,88,null,0,0,0,34687,0,8,5,4,10,211,13,7,2,0,7,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3513,1559088026
1693181574869,sensor-1,115,88,null,0,0,0,33062,0,5,5,4,13,168,-7,0,1,0,7,5,4,0,0,0,0,0,0,7,7,5,0,0,0,0,0,0,0,2,3518,1559088004
1693182328589,sensor-2,78,88,null,0,0,0,31500,0,6,5,4,-5,678,7,7,1,0,7,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3545,1561392004
1693182448150,sensor-4,116,88,null,0,0,0,34687,0,5,5,4,8,179,17,7,1,0,6,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3513,1559088926
1693182474932,sensor-1,116,88,null,0,0,0,33062,0,5,5,4,6,0,2,0,1,0,6,5,4,0,0,0,0,0,0,9,5,4,0,0,0,0,0,0,0,2,3518,1559088904
1693183229006,sensor-2,79,88,null,0,0,0,31437,0,5,5,4,-9,651,3,7,1,0,6,4,3,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3545,1561392904
1693183348094,sensor-4,117,88,null,0,0,0,34625,0,5,5,4,11,0,12,7,1,0,5,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3513,1559089826
1693183374994,sensor-1,117,88,null,0,0,0,33000,0,5,4,3,6,103,-4,0,1,0,5,5,4,0,0,0,0,0,0,6,7,5,0,0,0,0,0,0,0,2,3518,1559089804
1693184129087,sensor-2,80,88,null,0,0,0,31375,0,5,5,4,-12,645,1,7,1,0,6,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3545,1561393804
1693184248229,sensor-4,118,88,null,0,0,0,34562,0,6,5,4,-7,45,7,7,1,0,5,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3513,1559090726
1693184275013,sensor-1,118,88,null,0,0,0,32937,0,7,5,4,19,296,-9,0,2,0,4,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3518,1559090704
1693185028810,sensor-2,81,88,null,0,0,0,31312,0,5,5,4,-7,634,1,7,1,0,5,4,3,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3545,1561394704
1693185146250,sensor-4,119,88,null,0,0,0,34500,0,7,5,4,-2,262,13,7,2,0,5,4,3,0,0,0,0,0,0,11,5,4,0,0,0,0,0,0,0,2,3513,1559091626
1693185179514,sensor-1,119,88,null,0,0,0,32875,0,8,5,4,29,312,-8,0,2,0,6,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3518,1559091604
1693185929093,sensor-2,82,88,null,0,0,0,31312,0,6,5,4,-5,719,4,7,2,0,5,4,3,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3545,1561395604
1693186048271,sensor-4,120,88,null,0,0,0,34500,0,5,5,4,7,87,11,7,1,0,7,5,4,0,0,0,0,0,0,16,5,4,0,0,0,0,0,0,0,2,3513,1559092526
1693186075050,sensor-1,120,88,null,0,0,0,32875,0,6,5,4,8,47,-8,0,1,0,4,4,3,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,2,3518,1559092504
1693186828912,sensor-2,83,88,null,0,0,0,31312,0,5,5,4,-9,613,3,7,1,0,5,4,3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3545,1561396504
1693186948198,sensor-4,121,88,null,0,0,0,34437,0,5,5,4,-7,23,8,7,1,0,7,4,3,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,2,3513,1559093426
1693186974990,sensor-1,121,88,null,0,0,0,32812,0,6,4,3,1,101,3,0,1,0,6,4,3,0,0,0,0,0,0,9,5,4,0,0,0,0,0,0,0,2,3518,1559093404
1693187729236,sensor-2,84,88,null,0,0,0,31312,0,5,5,4,0,665,-1,7,1,0,7,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3545,1561397404
1693187848707,sensor-4,122,88,null,0,0,0,34437,0,5,5,4,10,43,7,7,1,0,6,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3513,1559094326
1693187875023,sensor-1,122,88,null,0,0,0,32812,0,6,5,4,23,286,-5,0,1,0,6,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3518,1559094304
1693188628674,sensor-2,85,88,null,0,0,0,31250,0,7,5,4,-3,756,6,7,1,0,6,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3545,1561398304
1693188748149,sensor-4,123,88,null,0,0,0,34375,0,5,5,4,-4,65,17,7,1,0,7,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3513,1559095226
1693188775083,sensor-1,123,88,null,0,0,0,32812,0,6,5,4,10,71,-7,0,1,0,6,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3518,1559095204
1693189529072,sensor-2,86,88,null,0,0,0,31187,0,6,5,4,2,718,8,7,2,0,6,4,3,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3545,1561399204
1693189648129,sensor-4,124,88,null,0,0,0,34375,0,5,5,4,9,226,2,7,1,0,7,5,4,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,2,3513,1559096126
1693189675068,sensor-1,124,88,null,0,0,0,32812,0,5,5,4,14,0,-10,0,1,0,6,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3518,1559096104
1693190429783,sensor-2,87,88,null,0,0,0,31250,0,7,5,4,-8,662,1,7,2,0,4,4,3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3545,1561400104
1693190548245,sensor-4,125,88,null,0,0,0,34375,0,6,5,4,5,270,6,7,2,0,6,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3513,1559097026
1693190575100,sensor-1,125,88,null,0,0,0,32812,0,6,5,4,-2,114,-10,0,1,0,8,5,4,0,0,0,0,0,0,6,7,5,0,0,0,0,0,0,0,2,3518,1559097004
1693191329213,sensor-2,88,88,null,0,0,0,31812,0,21,84,60,47,1319,-3,179,1,0,57,139,99,0,0,0,0,0,0,78,192,136,0,0,0,0,0,0,0,2,3545,1561401004
1693191448426,sensor-4,126,88,null,0,0,0,34750,0,16,32,23,22,49,-1,225,2,0,15,42,30,0,0,0,0,0,0,49,132,94,0,0,0,0,0,0,0,2,3513,1559097927
1693191475084,sensor-1,126,88,null,0,0,0,33250,0,26,39,28,161,199,-1,9,2,0,22,29,21,0,0,0,0,0,0,81,288,204,0,0,0,0,0,0,0,2,3518,1559097904
1693192228874,sensor-2,89,88,null,0,0,0,33750,0,21,89,63,38,1537,0,199,3,0,92,155,110,0,0,0,0,0,0,158,210,149,0,0,0,0,0,0,0,2,3545,1561401905
1693192345458,sensor-4,127,88,null,0,0,0,36375,0,16,26,19,85,5132,-2,216,4,0,22,39,28,0,0,0,0,0,0,58,121,86,0,0,0,0,0,0,0,2,3513,1559098826
1693192375170,sensor-1,127,88,null,0,0,0,34500,0,21,32,23,298,355,7,10,3,0,34,33,24,0,0,0,0,0,0,85,210,149,0,0,0,0,0,0,0,2,3518,1559098805
1693193128022,sensor-2,90,88,null,0,0,0,35687,0,20,93,66,36,1318,0,227,3,0,72,147,104,0,0,0,0,0,0,131,220,156,0,0,0,0,0,0,0,2,3545,1561402804
1693193247263,sensor-4,128,88,null,0,0,0,38312,0,15,29,21,25,1744,4,184,2,0,17,39,28,0,0,0,0,0,0,54,127,90,0,0,0,0,0,0,0,2,3513,1559099726
1693193274221,sensor-1,128,88,null,0,0,0,36000,0,25,41,29,297,335,-1,13,2,0,31,43,31,0,0,0,0,0,0,70,263,186,0,0,0,0,0,0,0,2,3518,1559099704
1693194028486,sensor-2,91,88,null,0,0,0,37312,0,20,94,67,18,1160,3,226,2,0,57,156,111,0,0,0,0,0,0,106,230,163,0,0,0,0,0,0,0,2,3545,1561403704
1693194147519,sensor-4,129,88,null,0,0,0,40125,0,15,41,29,90,4674,4,353,1,0,15,52,37,0,0,0,0,0,0,59,205,145,0,0,0,0,0,0,0,2,3513,1559100626
1693194174299,sensor-1,129,88,null,0,0,0,37312,0,20,39,28,366,1221,5,21,1,0,22,39,28,0,0,0,0,0,0,108,354,251,0,0,0,0,0,0,0,2,3518,1559100604
1693194927808,sensor-2,92,88,null,0,0,0,38875,0,30,158,112,47,1632,-2,494,3,0,63,257,182,0,0,0,0,0,0,85,388,275,0,0,0,0,0,0,0,2,3545,1561404604
1693195045409,sensor-4,130,88,null,0,0,0,41812,0,18,39,28,104,5762,1,304,3,0,17,57,41,0,0,0,0,0,0,59,192,136,0,0,0,0,0,0,0,2,3513,1559101526
1693195074152,sensor-1,130,88,null,0,0,0,38687,0,28,48,34,70,315,2,15,1,0,23,41,29,0,0,0,0,0,0,83,306,217,0,0,0,0,0,0,0,2,3518,1559101504
1693195828170,sensor-2,93,88,null,0,0,0,40250,0,29,161,114,46,2004,5,538,1,0,64,260,184,0,0,0,0,0,0,87,405,287,0,0,0,0,0,0,0,2,3545,1561405504
1693195945553,sensor-4,131,88,null,0,0,0,43500,0,16,48,34,24,3307,-2,398,2,0,17,67,48,0,0,0,0,0,0,66,241,171,0,0,0,0,0,0,0,2,3513,1559102426
