Timestamp,SensorID,SequenceNumber,TotalLength,SourceAddress,TempHumiRange,TempHumiStatus,TempHumiEvent,TempHumiSenVal,XSenEvent,XOAVelocity,XPeakmg,XRMSmg,XKurtosis,XCrestFactor,XSkewness,XDeviation,XPeaktoPeakDisplacement,YSenEvent,YOAVelocity,YPeakmg,YRMSmg,YKurtosis,YCrestFactor,YSkewness,YDeviation,YPeaktoPeakDisplacement,ZSenEvent,ZOAVelocity,ZPeakmg,ZRMSmg,ZKurtosis,ZCrestFactor,ZSkewness,ZDeviation,ZPeaktoPeakDisplacement,LogIndex,DeviceEvents,DevicePowerSrc,DeviceBatteryVolt,DeviceTime
1682294789621,sensor-3,78,88,null,0,0,0,29437,0,5,5,4,0,0,1,7,1,0,5,5,4,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,2,3528,1682295116
1682294795739,sensor-2,81,88,null,0,0,0,28875,0,6,5,4,13,736,-8,7,1,0,5,4,3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3572,1555284715
1682295048642,sensor-4,74,88,null,0,0,0,28500,0,5,5,4,15,193,-9,6,1,0,5,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3420,1554674260
1682295279920,sensor-1,77,88,null,0,0,0,28500,0,7,5,4,6,317,-6,0,2,0,4,5,4,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,2,3544,1682295638
1682295689579,sensor-3,79,88,null,0,0,0,29437,0,7,5,4,10,70,-1,7,2,0,4,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3528,1682296016
1682295695829,sensor-2,82,88,null,0,0,0,28875,0,7,5,4,-2,620,-6,7,2,0,4,4,3,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3572,1555285615
1682295948643,sensor-4,75,88,null,0,0,0,28437,0,6,5,4,13,23,-4,6,2,0,5,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3420,1554675160
1682296179925,sensor-1,78,88,null,0,0,0,28437,0,5,5,4,-5,186,-3,0,1,0,7,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3544,1682296538
1682296589882,sensor-3,80,88,null,0,0,0,29437,0,8,5,4,27,44,-1,7,2,0,6,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3528,1682296916
1682296595840,sensor-2,83,88,null,0,0,0,28937,0,6,5,4,-2,733,-7,7,1,0,6,4,3,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3572,1555286515
1682296848649,sensor-4,76,88,null,0,0,0,28437,0,8,5,4,11,23,-5,6,2,0,6,5,4,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,2,3420,1554676060
1682297079908,sensor-1,79,88,null,0,0,0,28437,0,6,5,4,-2,113,-8,0,1,0,5,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3544,1682297438
1682297489465,sensor-3,81,88,null,0,0,0,29437,0,5,5,4,7,0,-5,7,1,0,7,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3528,1682297816
1682297495901,sensor-2,84,88,null,0,0,0,28937,0,6,5,4,4,696,-6,7,1,0,4,4,3,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,2,3572,1555287415
1682297748622,sensor-4,77,88,null,0,0,0,28437,0,6,5,4,6,94,-5,6,1,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3420,1554676960
1682297979945,sensor-1,80,88,null,0,0,0,28437,0,6,5,4,11,119,-8,0,1,0,7,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3544,1682298338
1682298389701,sensor-3,82,88,null,0,0,0,29375,0,5,5,4,8,47,-3,7,1,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3528,1682298716
1682298395940,sensor-2,85,88,null,0,0,0,28937,0,5,5,4,8,735,-1,7,1,0,5,4,3,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3572,1555288315
1682298648721,sensor-4,78,88,null,0,0,0,28437,0,5,5,4,0,71,5,6,1,0,5,4,3,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3420,1554677860
1682298879962,sensor-1,81,88,null,0,0,0,28437,0,5,5,4,-5,118,-2,0,1,0,5,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3544,1682299238
1682299289554,sensor-3,83,88,null,0,0,0,29312,0,5,5,4,0,208,0,7,1,0,5,5,4,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,2,3528,1682299617
1682299296027,sensor-2,86,88,null,0,0,0,28812,0,5,5,4,3,656,0,7,1,0,5,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3572,1555289215
1682299548690,sensor-4,79,88,null,0,0,0,28375,0,5,5,4,24,91,-4,6,1,0,5,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3420,1554678760
1682299780033,sensor-1,82,88,null,0,0,0,28437,0,5,5,4,3,146,1,0,1,0,5,5,4,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,2,3544,1682300138
1682300188406,sensor-3,84,88,null,0,0,0,29312,0,5,5,4,2,22,-1,7,1,0,6,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3528,1682300516
1682300195957,sensor-2,87,88,null,0,0,0,28875,0,5,5,4,-2,658,-9,7,1,0,5,4,3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3572,1555290115
1682300448706,sensor-4,80,88,null,0,0,0,28375,0,5,5,4,15,22,2,6,1,0,6,5,4,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,2,3420,1554679660
1682300679990,sensor-1,83,88,null,0,0,0,28437,0,5,4,3,7,25,0,0,1,0,5,4,3,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3544,1682301038
1682301088662,sensor-3,85,88,null,0,0,0,29312,0,5,5,4,14,0,-5,7,1,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3528,1682301416
1682301095974,sensor-2,88,88,null,0,0,0,28937,0,5,5,4,7,672,-11,7,1,0,6,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3572,1555291016
1682301348720,sensor-4,81,88,null,0,0,0,28437,0,5,5,4,18,47,-4,6,1,0,4,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3420,1554680561
1682301580093,sensor-1,84,88,null,0,0,0,28437,0,6,5,4,-3,355,-9,0,1,0,4,5,4,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,2,3544,1682301938
1682301988645,sensor-3,86,88,null,0,0,0,29312,0,6,5,4,8,135,-1,7,1,0,7,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3528,1682302316
