Timestamp,SensorID,SequenceNumber,TotalLength,SourceAddress,TempHumiRange,TempHumiStatus,TempHumiEvent,TempHumiSenVal,XSenEvent,XOAVelocity,XPeakmg,XRMSmg,XKurtosis,XCrestFactor,XSkewness,XDeviation,XPeaktoPeakDisplacement,YSenEvent,YOAVelocity,YPeakmg,YRMSmg,YKurtosis,YCrestFactor,YSkewness,YDeviation,YPeaktoPeakDisplacement,ZSenEvent,ZOAVelocity,ZPeakmg,ZRMSmg,ZKurtosis,ZCrestFactor,ZSkewness,ZDeviation,ZPeaktoPeakDisplacement,LogIndex,DeviceEvents,DevicePowerSrc,DeviceBatteryVolt,DeviceTime
1694995732520,sensor-2,67,88,null,0,0,0,31250,0,8,5,4,-1,525,-3,7,1,0,7,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3524,1563205504
1694995847403,sensor-4,113,88,null,0,0,0,30812,0,7,5,4,10,264,6,8,2,0,8,5,4,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,2,3513,1560902426
1694995869438,sensor-1,113,88,null,0,0,0,30750,0,6,5,4,-3,24,-6,0,1,0,8,5,4,0,0,0,0,0,0,6,7,5,0,0,0,0,0,0,0,2,3518,1560902404
1694996632576,sensor-2,68,88,null,0,0,0,31062,0,7,5,4,0,588,-2,7,1,0,7,5,4,0,0,0,0,0,0,10,5,4,0,0,0,0,0,0,0,2,3524,1563206405
1694996747648,sensor-4,114,88,null,0,0,0,30687,0,6,5,4,-3,209,-1,7,1,0,7,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3513,1560903326
1694996769443,sensor-1,114,88,null,0,0,0,30687,0,7,5,4,4,646,-3,0,1,0,7,5,4,0,0,0,0,0,0,7,7,5,0,0,0,0,0,0,0,2,3518,1560903304
1694997531856,sensor-2,69,88,null,0,0,0,31062,0,5,5,4,-7,663,4,7,1,0,7,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3524,1563207304
1694997647666,sensor-4,115,88,null,0,0,0,30687,0,6,5,4,13,321,10,8,1,0,8,5,4,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,2,3513,1560904226
1694997669522,sensor-1,115,88,null,0,0,0,30687,0,7,5,4,13,47,-1,0,1,0,7,5,4,0,0,0,0,0,0,7,7,5,0,0,0,0,0,0,0,2,3518,1560904204
1694998431796,sensor-2,70,88,null,0,0,0,31000,0,7,5,4,-8,724,0,7,1,0,6,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3524,1563208204
