Timestamp,SensorID,SequenceNumber,TotalLength,SourceAddress,TempHumiRange,TempHumiStatus,TempHumiEvent,TempHumiSenVal,XSenEvent,XOAVelocity,XPeakmg,XRMSmg,XKurtosis,XCrestFactor,XSkewness,XDeviation,XPeaktoPeakDisplacement,YSenEvent,YOAVelocity,YPeakmg,YRMSmg,YKurtosis,YCrestFactor,YSkewness,YDeviation,YPeaktoPeakDisplacement,ZSenEvent,ZOAVelocity,ZPeakmg,ZRMSmg,ZKurtosis,ZCrestFactor,ZSkewness,ZDeviation,ZPeaktoPeakDisplacement,LogIndex,DeviceEvents,DevicePowerSrc,DeviceBatteryVolt,DeviceTime
1681689617757,sensor-1,172,88,null,0,0,0,28812,0,5,5,4,-5,140,1,0,1,0,6,4,3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3544,1681689938
1681690024505,sensor-3,174,88,null,0,0,0,29187,0,4,5,4,5,70,0,6,1,0,6,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3544,1681690316
1681690028972,sensor-2,177,88,null,0,0,0,28500,0,6,5,4,-8,681,-4,7,1,0,4,4,3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3572,1554679915
1681690284159,sensor-4,170,88,null,0,0,0,28812,0,6,5,4,24,139,4,6,2,0,4,4,3,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,2,3420,1554069460
1681690517863,sensor-1,173,88,null,0,0,0,28750,0,4,5,4,0,120,2,0,1,0,6,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3544,1681690839
1681690924248,sensor-3,175,88,null,0,0,0,29187,0,5,5,4,2,47,-10,7,1,0,5,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3544,1681691217
1681690928868,sensor-2,178,88,null,0,0,0,28437,0,7,5,4,4,696,-6,7,2,0,4,4,3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3572,1554680815
1681691183968,sensor-4,171,88,null,0,0,0,28750,0,4,5,4,10,24,-5,6,1,0,4,4,3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3420,1554070360
1681691416755,sensor-1,174,88,null,0,0,0,28750,0,6,5,4,3,308,6,0,1,0,4,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3544,1681691738
1681691823528,sensor-3,176,88,null,0,0,0,29125,0,6,5,4,2,117,0,7,1,0,4,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3544,1681692116
1681691828901,sensor-2,179,88,null,0,0,0,28375,0,7,5,4,2,713,-5,7,2,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3572,1554681715
1681692084010,sensor-4,172,88,null,0,0,0,28750,0,4,5,4,12,383,2,6,0,0,4,4,3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3420,1554071260
1681692316836,sensor-1,175,88,null,0,0,0,28687,0,6,5,4,-9,250,0,0,1,0,6,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3544,1681692638
1681692723434,sensor-3,177,88,null,0,0,0,29125,0,6,5,4,11,136,0,7,2,0,5,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3544,1681693016
1681692728902,sensor-2,180,88,null,0,0,0,28375,0,6,5,4,3,652,-7,7,2,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3572,1554682616
1681692984100,sensor-4,173,88,null,0,0,0,28687,0,4,5,4,30,258,-13,6,1,0,5,4,3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3420,1554072160
1681693216878,sensor-1,176,88,null,0,0,0,28687,0,4,5,4,-4,93,1,0,1,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3544,1681693538
1681693623382,sensor-3,178,88,null,0,0,0,29062,0,8,5,4,0,249,-11,7,2,0,6,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3544,1681693916
1681693627932,sensor-2,181,88,null,0,0,0,28375,0,6,5,4,-2,686,-8,7,1,0,5,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3572,1554683515
1681693884057,sensor-4,174,88,null,0,0,0,28625,0,6,5,4,11,65,-6,6,1,0,6,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3420,1554073060
1681694116882,sensor-1,177,88,null,0,0,0,28625,0,4,5,4,0,264,-1,0,1,0,6,4,3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3544,1681694438
1681694523837,sensor-3,179,88,null,0,0,0,29062,0,6,5,4,16,286,-5,7,1,0,5,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3544,1681694816
1681694527926,sensor-2,182,88,null,0,0,0,28375,0,5,5,4,-4,607,-11,7,1,0,5,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3572,1554684415
1681694784181,sensor-4,175,88,null,0,0,0,28625,0,5,4,3,21,279,-4,6,1,0,5,4,3,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3420,1554073960
1681695016862,sensor-1,178,88,null,0,0,0,28562,0,6,5,4,8,23,5,0,2,0,6,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3544,1681695338
1681695423559,sensor-3,180,88,null,0,0,0,29062,0,5,5,4,11,285,0,7,1,0,4,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3544,1681695716
1681695428012,sensor-2,183,88,null,0,0,0,28375,0,5,5,4,7,778,-7,7,1,0,5,4,3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3572,1554685315
1681695684203,sensor-4,176,88,null,0,0,0,28625,0,7,5,4,19,380,5,6,2,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3420,1554074860
1681695916893,sensor-1,179,88,null,0,0,0,28562,0,5,5,4,10,48,5,0,1,0,4,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3544,1681696238
1681696322704,sensor-3,181,88,null,0,0,0,29062,0,7,5,4,7,183,-5,6,2,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3544,1681696616
1681696327994,sensor-2,184,88,null,0,0,0,28375,0,6,5,4,-7,634,-4,7,2,0,5,4,3,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3572,1554686215
