Timestamp,UID,machine1,machine2,machine3,machine4,machine5,machine6,machine7,machine8,machine9,machine10,machine11,machine12,machine13,machine14,machine15,machine16,machine17,machine18,machine19,machine20,machine21
1690761629813,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690761629841,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690761630366,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690761689759,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690761689834,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690761690387,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690761749777,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690761749864,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690761750415,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690761809795,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690761809860,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690761810410,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690761869808,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690761869892,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690761870421,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690761929795,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690761929886,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690761930436,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690761989797,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690761989895,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690761990439,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690762049753,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690762049909,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690762050459,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690762109800,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690762109894,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690762110448,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690762169854,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690762169893,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690762170442,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690762229846,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690762229984,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690762230460,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690762289824,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690762289929,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690762290454,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690762349861,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690762350457,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690762351025,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690762409862,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690762409945,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690762410472,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690762433247,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690762469885,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690762469945,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690762470478,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690762529875,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690762529956,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690762530498,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690762589891,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690762589958,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690762590495,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690762649835,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690762649959,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690762650529,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690762709895,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690762709980,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690762710522,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690762769902,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690762769975,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690762770557,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690762829909,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690762829984,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690762830548,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690762889974,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690762890014,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690762890545,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690762949859,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690762950003,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690762950556,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690763009990,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690763010660,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690763010707,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690763069993,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690763070025,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690763070663,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690763129939,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690763130024,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690763154363,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690763189981,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690763190032,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690763190576,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690763249924,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690763250063,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690763250607,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690763309980,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690763310050,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690763310608,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690763369992,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690763370057,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690763370613,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690763429987,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690763430082,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690763430609,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690763490002,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690763490094,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690763490626,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690763550038,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690763550144,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690763550622,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690763610063,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690763610090,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690763610651,sensor3,,,,,,,,,,,,,,1,1,1,1,1,0,0,0
1690763670016,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690763670136,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690763670664,sensor3,,,,,,,,,,,,,,1,1,0,1,1,0,0,0
1690763730033,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690763730184,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690763730673,sensor3,,,,,,,,,,,,,,1,1,0,1,1,0,0,0
1690763790062,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690763790107,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690763790663,sensor3,,,,,,,,,,,,,,1,1,0,1,1,0,0,0
1690763849977,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690763850134,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690763850691,sensor3,,,,,,,,,,,,,,1,1,0,1,1,0,0,0
1690763910043,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690763910135,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
1690763910691,sensor3,,,,,,,,,,,,,,1,1,0,1,1,0,0,0
1690763970054,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1690763970126,sensor2,,,,,,0,0,0,0,1,0,0,1,,,,,,,,
