Timestamp,SensorID,SequenceNumber,TotalLength,SourceAddress,TempHumiRange,TempHumiStatus,TempHumiEvent,TempHumiSenVal,XSenEvent,XOAVelocity,XPeakmg,XRMSmg,XKurtosis,XCrestFactor,XSkewness,XDeviation,XPeaktoPeakDisplacement,YSenEvent,YOAVelocity,YPeakmg,YRMSmg,YKurtosis,YCrestFactor,YSkewness,YDeviation,YPeaktoPeakDisplacement,ZSenEvent,ZOAVelocity,ZPeakmg,ZRMSmg,ZKurtosis,ZCrestFactor,ZSkewness,ZDeviation,ZPeaktoPeakDisplacement,LogIndex,DeviceEvents,DevicePowerSrc,DeviceBatteryVolt,DeviceTime
1678775695649,sensor-4,151,88,null,0,0,0,42625,0,15,41,29,67,2616,3,194,2,0,22,49,35,0,0,0,0,0,0,51,164,116,0,0,0,0,0,0,0,2,3460,1678775827
1678776001453,sensor-1,215,88,null,0,0,0,39875,0,27,45,32,22,1132,-1,10,4,0,34,43,31,0,0,0,0,0,0,60,353,250,0,0,0,0,0,0,0,2,3478,1678776142
1678776901403,sensor-1,216,88,null,0,0,0,40062,0,21,38,27,17,1452,0,10,4,0,44,55,39,0,0,0,0,0,0,65,345,244,0,0,0,0,0,0,0,2,3478,1678777043
1678777800339,sensor-1,217,88,null,0,0,0,40250,0,22,43,31,28,1646,0,11,3,0,20,32,23,0,0,0,0,0,0,61,369,261,0,0,0,0,0,0,0,2,3478,1678777942
1678778700483,sensor-1,218,88,null,0,0,0,40562,0,34,55,39,38,1422,0,11,4,0,36,50,36,0,0,0,0,0,0,65,339,240,0,0,0,0,0,0,0,2,3478,1678778842
1678779600478,sensor-1,219,88,null,0,0,0,40875,0,33,53,38,75,1629,6,13,5,0,35,52,37,0,0,0,0,0,0,75,419,297,0,0,0,0,0,0,0,2,3478,1678779742
1678780500422,sensor-1,220,88,null,0,0,0,40875,0,8,7,5,-33,1106,5,1,1,0,8,7,5,0,0,0,0,0,0,12,26,19,0,0,0,0,0,0,0,2,3478,1678780642
1678781400458,sensor-1,221,88,null,0,0,0,40750,0,7,7,5,-26,905,-2,1,1,0,9,7,5,0,0,0,0,0,0,11,28,20,0,0,0,0,0,0,0,2,3478,1678781542
1678782300585,sensor-1,222,88,null,0,0,0,40625,0,24,45,32,12,1441,-1,10,3,0,30,43,31,0,0,0,0,0,0,65,313,222,0,0,0,0,0,0,0,2,3478,1678782442
1678783200466,sensor-1,223,88,null,0,0,0,40750,0,29,50,36,26,1250,2,11,3,0,37,52,37,0,0,0,0,0,0,65,381,270,0,0,0,0,0,0,0,2,3478,1678783342
1678784100603,sensor-1,224,88,null,0,0,0,41000,0,26,46,33,47,1558,-1,11,5,0,37,46,33,0,0,0,0,0,0,63,320,227,0,0,0,0,0,0,0,2,3478,1678784242
1678785000584,sensor-1,225,88,null,0,0,0,41187,0,27,46,33,12,1352,-3,11,4,0,49,67,48,0,0,0,0,0,0,65,309,219,0,0,0,0,0,0,0,2,3478,1678785142
1678785900712,sensor-1,226,88,null,0,0,0,41437,0,21,41,29,32,1393,-2,10,3,0,28,38,27,0,0,0,0,0,0,73,360,255,0,0,0,0,0,0,0,2,3478,1678786042
1678786800623,sensor-1,227,88,null,0,0,0,41687,0,23,45,32,9,1122,-6,10,2,0,40,57,41,0,0,0,0,0,0,63,359,254,0,0,0,0,0,0,0,2,3478,1678786942
