Timestamp,UID,machine1,machine2,machine3,machine4,machine5,machine6,machine7,machine8,machine9,machine10,machine11,machine12,machine13,machine14,machine15,machine16,machine17,machine18,machine19,machine20,machine21
1670198404532,sensor1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1670198427558,sensor2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,
1670198448928,sensor3,,,,,,,,,,,,,,,,,0,0,0,0,0
1670198464581,sensor1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1670198487572,sensor2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,
1670198508890,sensor3,,,,,,,,,,,,,,,,,0,0,0,0,0
1670198524741,sensor1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1670198547558,sensor2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,
1670198568780,sensor3,,,,,,,,,,,,,,,,,0,0,0,0,0
1670198584612,sensor1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1670198607592,sensor2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,
1670198629045,sensor3,,,,,,,,,,,,,,,,,0,0,0,0,0
1670198644701,sensor1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1670198667572,sensor2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,
1670198689041,sensor3,,,,,,,,,,,,,,,,,0,0,0,0,0
1670198704730,sensor1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1670198727591,sensor2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,
1670198748795,sensor3,,,,,,,,,,,,,,,,,0,0,0,0,0
1670198764594,sensor1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1670198787608,sensor2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,
1670198808885,sensor3,,,,,,,,,,,,,,,,,0,0,0,0,0
1670198824970,sensor1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1670198847635,sensor2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,
1670198869105,sensor3,,,,,,,,,,,,,,,,,0,0,0,0,0
1670198884619,sensor1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1670198907601,sensor2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,
1670198928936,sensor3,,,,,,,,,,,,,,,,,0,0,0,0,0
1670198944739,sensor1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1670198967558,sensor2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,
1670198988864,sensor3,,,,,,,,,,,,,,,,,0,0,0,0,0
1670199004840,sensor1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1670199027617,sensor2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,
1670199048904,sensor3,,,,,,,,,,,,,,,,,0,0,0,0,0
1670199064626,sensor1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
