Timestamp,SensorID,SequenceNumber,TotalLength,SourceAddress,TempHumiRange,TempHumiStatus,TempHumiEvent,TempHumiSenVal,XSenEvent,XOAVelocity,XPeakmg,XRMSmg,XKurtosis,XCrestFactor,XSkewness,XDeviation,XPeaktoPeakDisplacement,YSenEvent,YOAVelocity,YPeakmg,YRMSmg,YKurtosis,YCrestFactor,YSkewness,YDeviation,YPeaktoPeakDisplacement,ZSenEvent,ZOAVelocity,ZPeakmg,ZRMSmg,ZKurtosis,ZCrestFactor,ZSkewness,ZDeviation,ZPeaktoPeakDisplacement,LogIndex,DeviceEvents,DevicePowerSrc,DeviceBatteryVolt,DeviceTime
1670803453000,sensor-2,135,88,null,0,0,0,26187,0,5,5,4,27,377,-2,7,1,0,4,4,3,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3500,1670803454
1670803466000,sensor-4,255,88,null,0,0,0,25750,0,6,5,4,7,336,9,6,1,0,6,4,3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3509,1670803467
1670803470000,sensor-3,242,88,null,0,0,0,26062,0,5,5,4,7,22,-3,7,1,0,6,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3523,1670803471
1670804037000,sensor-1,72,88,null,0,0,0,25937,0,7,5,4,-15,49,14,0,2,0,6,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3503,1670804038
1670804354000,sensor-2,136,88,null,0,0,0,26125,0,5,5,4,8,0,-12,7,1,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3500,1670804355
1670804366000,sensor-4,0,88,null,0,0,0,25750,0,4,5,4,7,138,-13,6,0,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3509,1670804367
1670804370000,sensor-3,243,88,null,0,0,0,26062,0,6,5,4,12,233,0,7,2,0,4,5,4,0,0,0,0,0,0,9,5,4,0,0,0,0,0,0,0,2,3523,1670804371
1670804937000,sensor-1,73,88,null,0,0,0,25937,0,5,4,3,-7,233,8,0,1,0,5,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3503,1670804938
1670805253000,sensor-2,137,88,null,0,0,0,26125,0,5,5,4,-13,46,-8,7,1,0,5,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3500,1670805254
1670805266000,sensor-4,1,88,null,0,0,0,25687,0,7,5,4,7,462,5,7,2,0,6,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3509,1670805267
1670805270000,sensor-3,244,88,null,0,0,0,26062,0,7,5,4,21,479,-1,6,1,0,5,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3523,1670805271
1670805837000,sensor-1,74,88,null,0,0,0,25875,0,5,4,3,15,101,11,0,1,0,6,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3503,1670805838
1670806153000,sensor-2,138,88,null,0,0,0,26062,0,5,5,4,-13,205,-12,7,1,0,4,4,3,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3500,1670806154
1670806166000,sensor-4,2,88,null,0,0,0,25687,0,7,5,4,1,231,0,7,2,0,6,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3509,1670806167
1670806170000,sensor-3,245,88,null,0,0,0,26000,0,9,5,4,15,69,-5,7,3,0,4,5,4,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,2,3523,1670806171
1670806737000,sensor-1,75,88,null,0,0,0,25875,0,5,5,4,-10,119,9,0,1,0,4,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3503,1670806738
1670807053000,sensor-2,139,88,null,0,0,0,26062,0,6,5,4,-6,70,-8,7,1,0,6,4,3,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3500,1670807054
1670807066000,sensor-4,3,88,null,0,0,0,25625,0,5,5,4,3,0,1,7,1,0,7,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3509,1670807067
1670807070000,sensor-3,246,88,null,0,0,0,26000,0,6,5,4,-1,72,-5,7,2,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3523,1670807071
1670807637000,sensor-1,76,88,null,0,0,0,25812,0,4,4,3,2,101,10,0,1,0,7,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3503,1670807638
1670807953000,sensor-2,140,88,null,0,0,0,26062,0,6,5,4,4,258,-6,7,2,0,5,4,3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3500,1670807954
1670807966000,sensor-4,4,88,null,0,0,0,25625,0,5,5,4,6,135,-6,6,1,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3509,1670807967
1670807970000,sensor-3,247,88,null,0,0,0,26000,0,6,5,4,6,494,0,6,1,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3523,1670807971
1670808537000,sensor-1,77,88,null,0,0,0,25812,0,4,5,4,-12,24,9,0,0,0,6,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3503,1670808538
1670808853000,sensor-2,141,88,null,0,0,0,26062,0,4,4,3,-9,371,-12,6,1,0,4,4,3,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3500,1670808854
1670808867000,sensor-4,5,88,null,0,0,0,25625,0,6,5,4,6,273,-3,7,1,0,4,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3509,1670808868
1670808870000,sensor-3,248,88,null,0,0,0,26000,0,7,5,4,10,69,-1,6,1,0,5,5,4,0,0,0,0,0,0,9,5,4,0,0,0,0,0,0,0,2,3523,1670808871
1670809437000,sensor-1,78,88,null,0,0,0,25750,0,6,5,4,-14,214,16,0,2,0,4,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3503,1670809438
1670809753000,sensor-2,142,88,null,0,0,0,26062,0,5,5,4,-9,191,-12,7,1,0,5,4,3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3500,1670809754
1670809766000,sensor-4,6,88,null,0,0,0,25562,0,6,5,4,4,68,-3,7,2,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3509,1670809767
1670809770000,sensor-3,249,88,null,0,0,0,26000,0,6,5,4,13,231,-13,7,1,0,4,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3523,1670809771
