Timestamp,SensorID,SequenceNumber,TotalLength,SourceAddress,TempHumiRange,TempHumiStatus,TempHumiEvent,TempHumiSenVal,XSenEvent,XOAVelocity,XPeakmg,XRMSmg,XKurtosis,XCrestFactor,XSkewness,XDeviation,XPeaktoPeakDisplacement,YSenEvent,YOAVelocity,YPeakmg,YRMSmg,YKurtosis,YCrestFactor,YSkewness,YDeviation,YPeaktoPeakDisplacement,ZSenEvent,ZOAVelocity,ZPeakmg,ZRMSmg,ZKurtosis,ZCrestFactor,ZSkewness,ZDeviation,ZPeaktoPeakDisplacement,LogIndex,DeviceEvents,DevicePowerSrc,DeviceBatteryVolt,DeviceTime
1680156973976,sensor-4,3,88,null,0,0,0,34500,0,8,5,4,0,601,-4,7,2,0,6,4,3,0,0,0,0,0,0,8,7,5,0,0,0,0,0,0,0,3,3468,1552536083
1680157012580,sensor-1,5,88,null,0,0,0,31000,0,6,5,4,12,41,-11,0,1,0,8,5,4,0,0,0,0,0,0,8,7,5,0,0,0,0,0,0,0,2,3550,1680157238
1680157149844,sensor-4,3,88,null,0,0,0,34375,0,7,5,4,6,630,17,6,2,0,6,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,1,0,1552536252
1680157410060,sensor-3,7,88,null,0,0,0,30812,0,5,5,4,-1,21,-3,7,1,0,6,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3545,1680157616
1680157412638,sensor-2,10,88,null,0,0,0,30750,0,7,5,4,6,604,-6,7,1,0,6,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3572,1553147215
1680157550941,sensor-4,3,88,null,0,0,0,33937,0,13,5,4,25,21,9,7,5,0,22,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,3,3453,1552536636
1680157685646,sensor-4,3,88,null,0,0,0,33812,0,46,9,7,17,104,-14,9,12,0,72,12,9,0,0,0,0,0,0,30,8,6,0,0,0,0,0,0,0,2,3462,1552536770
1680157913003,sensor-1,6,88,null,0,0,0,31187,0,6,5,4,19,109,1,0,1,0,7,5,4,0,0,0,0,0,0,8,7,5,0,0,0,0,0,0,0,2,3550,1680158138
1680158312073,sensor-3,8,88,null,0,0,0,30937,0,6,5,4,7,184,-4,7,1,0,7,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3545,1680158516
1680158312678,sensor-2,11,88,null,0,0,0,30812,0,7,5,4,9,535,-8,7,1,0,7,5,4,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,2,3572,1553148115
1680158575873,sensor-4,4,88,null,0,0,0,32687,0,7,5,4,14,154,0,7,2,0,5,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3462,1552537660
1680158812755,sensor-1,7,88,null,0,0,0,31312,0,5,5,4,2,162,-6,0,1,0,5,5,4,0,0,0,0,0,0,6,7,5,0,0,0,0,0,0,0,2,3550,1680159038
1680159211982,sensor-3,9,88,null,0,0,0,31000,0,7,5,4,-9,275,2,7,1,0,6,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3545,1680159416
1680159212772,sensor-2,12,88,null,0,0,0,30875,0,6,5,4,13,715,0,7,1,0,7,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3572,1553149015
