Timestamp,SensorID,SequenceNumber,TotalLength,SourceAddress,TempHumiRange,TempHumiStatus,TempHumiEvent,TempHumiSenVal,XSenEvent,XOAVelocity,XPeakmg,XRMSmg,XKurtosis,XCrestFactor,XSkewness,XDeviation,XPeaktoPeakDisplacement,YSenEvent,YOAVelocity,YPeakmg,YRMSmg,YKurtosis,YCrestFactor,YSkewness,YDeviation,YPeaktoPeakDisplacement,ZSenEvent,ZOAVelocity,ZPeakmg,ZRMSmg,ZKurtosis,ZCrestFactor,ZSkewness,ZDeviation,ZPeaktoPeakDisplacement,LogIndex,DeviceEvents,DevicePowerSrc,DeviceBatteryVolt,DeviceTime
1683504187441,sensor-4,176,88,null,0,0,0,28062,0,5,5,4,-4,92,-2,6,1,0,5,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3398,1555845564
1683504318770,sensor-3,142,88,null,0,0,0,28562,0,5,5,4,-6,299,0,7,0,0,5,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3504,1683504716
1683504330287,sensor-2,145,88,null,0,0,0,28375,0,5,5,4,-9,207,-2,7,1,0,4,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3554,1556494315
1683504807169,sensor-1,141,88,null,0,0,0,28062,0,5,4,3,7,50,-12,0,1,0,6,4,3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3530,1683505238
1683505087345,sensor-4,177,88,null,0,0,0,28000,0,6,5,4,16,392,-10,6,2,0,5,4,3,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3398,1555846464
1683505218729,sensor-3,143,88,null,0,0,0,28500,0,5,5,4,-3,47,3,7,1,0,7,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3504,1683505616
1683505230377,sensor-2,146,88,null,0,0,0,28312,0,7,5,4,-7,161,0,7,2,0,5,4,3,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3554,1556495215
1683505707492,sensor-1,142,88,null,0,0,0,28000,0,5,5,4,-3,49,0,0,1,0,6,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3530,1683506138
1683505987396,sensor-4,178,88,null,0,0,0,28000,0,6,5,4,11,0,2,6,1,0,6,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3398,1555847365
1683506118730,sensor-3,144,88,null,0,0,0,28500,0,7,5,4,0,67,5,7,2,0,7,5,4,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3504,1683506516
1683506130488,sensor-2,147,88,null,0,0,0,28312,0,6,5,4,-9,204,-1,7,1,0,4,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3554,1556496115
1683506607237,sensor-1,143,88,null,0,0,0,27937,0,4,5,4,-3,95,5,0,1,0,5,4,3,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3530,1683507038
1683506886446,sensor-4,179,88,null,0,0,0,27937,0,8,5,4,6,22,0,6,2,0,6,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3398,1555848264
1683507018725,sensor-3,145,88,null,0,0,0,28500,0,5,5,4,-5,181,0,7,1,0,5,5,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3504,1683507416
1683507030304,sensor-2,148,88,null,0,0,0,28250,0,5,5,4,-10,23,-8,7,1,0,6,5,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,3554,1556497015
1683507507466,sensor-1,144,88,null,0,0,0,27937,0,5,5,4,0,0,-11,0,1,0,6,4,3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,2,3530,1683507938
1683507786410,sensor-4,180,88,null,0,0,0,27937,0,6,5,4,8,46,-6,6,1,0,6,4,3,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,0,2,3398,1555849164
