Timestamp,UID,machine1,machine2,machine3,machine4,machine5,machine6,machine7,machine8,machine9,machine10,machine11,machine12,machine13,machine14,machine15,machine16,machine17,machine18,machine19,machine20,machine21
1677456044579,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677456045610,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677456046931,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677456104573,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677456105630,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677456106909,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677456164538,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677456165647,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677456166906,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677456224621,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677456226934,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677456228797,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677456247511,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677456284581,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677456285644,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677456286956,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677456344625,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677456345655,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677456346960,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677456404622,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677456405669,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677456406960,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677456464650,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677456465688,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677456466969,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677456524674,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677456525699,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677456526961,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677456584675,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677456585687,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677456586965,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677456644631,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677456645704,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677456647010,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677456704678,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677456705696,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677456706995,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677456764595,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677456765730,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677456766988,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677456824710,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677456825734,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677456826996,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677456884727,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677456885723,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677456887029,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677456944697,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677456945726,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677456947025,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677457004670,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677457005745,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677457007047,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677457064696,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677457065757,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677457067049,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677457124740,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677457125758,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677457127056,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677457184732,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677457185769,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677457187072,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677457244734,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677457245771,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677457247068,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677457304743,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677457305804,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677457307086,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677457364655,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677457365803,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677457370062,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677457424764,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677457425822,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677457427118,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677457484779,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677457485846,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677457487099,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677457544785,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677457545856,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677457547116,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677457604768,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677457605811,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677457607116,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677457664779,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677457665824,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677457667110,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677457724806,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677457725849,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677457727158,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677457784784,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677457785834,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677457787129,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677457844782,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677457845841,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677457847139,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677457904803,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677457905868,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677457907168,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677457964757,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677457965879,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677457967160,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677458024820,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677458025873,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458030245,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677458084823,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677458085885,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458087194,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677458144878,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677458145890,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458147211,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677458204864,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677458205922,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458207248,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677458264875,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677458265910,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458267212,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677458324869,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677458325927,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458327244,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677458384889,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677458385930,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458387266,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677458444885,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677458445928,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458447251,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677458504911,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677458505944,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458507262,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677458564826,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677458565956,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458567295,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677458624942,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677458625969,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458627291,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677458685080,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677458685964,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458687281,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677458744923,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677458745982,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458747298,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677458769192,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458804959,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677458806009,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458807321,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677458864907,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677458865989,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458867310,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677458924942,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677458926005,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458927314,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677458984949,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677458986000,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677458987326,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677459044950,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677459046005,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677459047347,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677459104961,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677459106030,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677459107363,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677459164921,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677459166047,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677459167354,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677459224987,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
1677459226046,sensor2,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
1677459227387,sensor3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1677459284980,sensor1,0,0,0,0,0,,,,,,,,,,,,,,,,
